ocid,buyer_name,province,category,method,tender_date,contract_id,contract_value,duration_days,award_id,award_value,supplier_name,year,month,quarter,log_value,duration_years,is_year_end_quarter,is_peak_month,province_quarter,prov_cat_q,supplier_prior_awards,is_new_supplier,duration_band
ocds-00004764,City of Johannesburg,Gauteng,Works,open,2023-02-14,c-00004764,3890909.71,41,a-00004764,3951395.3843507464,Supplier_0007,2023,2,1,15.174153803875063,0.11225188227241616,0,0,Gauteng_Q1,Gauteng_Works_Q1,123,0,<3mo
ocds-00004765,SANRAL,Mpumalanga,Goods,open,2024-08-05,c-00004765,362613.29,984,a-00004765,377465.3517379522,Supplier_0006,2024,8,3,12.801094986344323,2.6940451745379876,0,1,Mpumalanga_Q3,Mpumalanga_Goods_Q3,125,0,2-3yr
ocds-00004766,City of Johannesburg,Mpumalanga,Works,open,2023-04-18,c-00004766,70492529.05,54,a-00004766,74005497.56117404,Supplier_0035,2023,4,2,18.071017305431095,0.14784394250513347,0,0,Mpumalanga_Q2,Mpumalanga_Works_Q2,67,0,<3mo
ocds-00004767,City of Cape Town,Gauteng,Works,open,2025-01-22,c-00004767,39167.91,1753,a-00004767,39191.60349673387,Supplier_0012,2025,1,1,10.575638598853745,4.799452429842574,0,0,Gauteng_Q1,Gauteng_Works_Q1,116,0,>3yr
ocds-00004768,Eskom,Gauteng,Goods,open,2024-05-03,c-00004768,563967.57,840,a-00004768,549360.6195109664,Supplier_0437,2024,5,2,13.242753801977036,2.299794661190965,0,0,Gauteng_Q2,Gauteng_Goods_Q2,12,0,2-3yr
ocds-00004769,eThekwini,Mpumalanga,Goods,open,2024-03-22,c-00004769,4448287.6,720,a-00004769,4641834.533113994,Supplier_0001,2024,3,1,15.308029995901263,1.9712525667351128,0,0,Mpumalanga_Q1,Mpumalanga_Goods_Q1,143,0,1-2yr
ocds-00004770,City of Johannesburg,Northern Cape,Works,open,2024-06-01,c-00004770,13882490.65,972,a-00004770,13267767.450848935,Supplier_0045,2024,6,2,16.44613901062104,2.6611909650924024,0,0,Northern Cape_Q2,Northern Cape_Works_Q2,48,0,2-3yr
ocds-00004771,Dept of Health,Mpumalanga,Works,open,2023-08-12,c-00004771,127224997.3,719,a-00004771,126061091.0825573,Supplier_0239,2023,8,3,18.661467717077016,1.9685147159479808,0,1,Mpumalanga_Q3,Mpumalanga_Works_Q3,15,0,1-2yr
ocds-00004772,SANRAL,Gauteng,Goods,open,2023-02-17,c-00004772,538185.03,1737,a-00004772,525458.4148057523,Supplier_0445,2023,2,1,13.195959560044708,4.75564681724846,0,0,Gauteng_Q1,Gauteng_Goods_Q1,13,0,>3yr
ocds-00004773,Dept of Health,Eastern Cape,Works,open,2023-10-03,c-00004773,16971480.9,772,a-00004773,17129953.297093134,Supplier_0025,2023,10,4,16.64704495808846,2.113620807665982,1,0,Eastern Cape_Q4,Eastern Cape_Works_Q4,90,0,2-3yr
ocds-00004774,Dept of Education,Gauteng,Works,direct,2024-12-25,c-00004774,456894.64,1041,a-00004774,446070.1253403261,Supplier_0018,2024,12,4,13.032210284936342,2.8501026694045173,1,0,Gauteng_Q4,Gauteng_Works_Q4,99,0,2-3yr
ocds-00004775,eThekwini,North West,Goods,open,2024-07-18,c-00004775,5590136.19,894,a-00004775,5393710.738704644,Supplier_0331,2024,7,3,15.536514386869486,2.4476386036960984,0,0,North West_Q3,North West_Goods_Q3,15,0,2-3yr
ocds-00004776,Dept of Public Works,KwaZulu-Natal,Services,open,2024-01-14,c-00004776,14801341.35,616,a-00004776,14323388.947318979,Supplier_0012,2024,1,1,16.510228433945734,1.6865160848733745,0,0,KwaZulu-Natal_Q1,KwaZulu-Natal_Services_Q1,116,0,1-2yr
ocds-00004777,eThekwini,Gauteng,Goods,direct,2025-06-01,c-00004777,6353237.19,851,a-00004777,6171477.037247253,Supplier_0005,2025,6,2,15.66447519206906,2.329911019849418,0,0,Gauteng_Q2,Gauteng_Goods_Q2,143,0,2-3yr
ocds-00004778,SANRAL,Northern Cape,Goods,open,2024-10-06,c-00004778,453671.01,615,a-00004778,461154.34030984127,Supplier_0010,2024,10,4,13.025129771000467,1.6837782340862424,1,0,Northern Cape_Q4,Northern Cape_Goods_Q4,121,0,1-2yr
ocds-00004779,City of Cape Town,Mpumalanga,Works,open,2025-12-02,c-00004779,34511744.6,34,a-00004779,33329854.75462551,Supplier_0336,2025,12,4,17.35681027623481,0.09308692676249145,1,0,Mpumalanga_Q4,Mpumalanga_Works_Q4,14,0,<3mo
ocds-00004780,Dept of Health,Gauteng,Goods,open,2024-09-18,c-00004780,591060.64,987,a-00004780,590846.4554442132,Supplier_0055,2024,9,3,13.289675588749937,2.702258726899384,0,0,Gauteng_Q3,Gauteng_Goods_Q3,45,0,2-3yr
ocds-00004781,eThekwini,Western Cape,Services,open,2022-01-18,c-00004781,20619208.72,1018,a-00004781,20669717.863180447,Supplier_0108,2022,1,1,16.841733709921446,2.7871321013004793,0,0,Western Cape_Q1,Western Cape_Services_Q1,13,0,2-3yr
ocds-00004782,Eskom,KwaZulu-Natal,Services,open,2023-12-24,c-00004782,353634.77,888,a-00004782,363136.97130995494,Supplier_0051,2023,12,4,12.77602276413161,2.431211498973306,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Services_Q4,31,0,2-3yr
ocds-00004783,eThekwini,Limpopo,Goods,open,2024-04-15,c-00004783,5104516.73,1053,a-00004783,5076520.406692873,Supplier_0196,2024,4,2,15.445636534990994,2.8829568788501025,0,0,Limpopo_Q2,Limpopo_Goods_Q2,11,0,2-3yr
ocds-00004784,City of Johannesburg,Limpopo,Services,open,2023-08-10,c-00004784,455328.94,801,a-00004784,435413.94354756945,Supplier_0447,2023,8,3,13.028777578001181,2.193018480492813,0,1,Limpopo_Q3,Limpopo_Services_Q3,11,0,2-3yr
ocds-00004785,City of Johannesburg,Mpumalanga,Works,open,2024-07-12,c-00004785,2801825.39,1452,a-00004785,2785817.4610153846,Supplier_0434,2024,7,3,14.845782044644757,3.975359342915811,0,0,Mpumalanga_Q3,Mpumalanga_Works_Q3,13,0,>3yr
ocds-00004786,Eskom,Free State,Works,open,2024-11-20,c-00004786,148186839.75,20,a-00004786,150625446.51418266,Supplier_0165,2024,11,4,18.813984473024203,0.05475701574264202,1,0,Free State_Q4,Free State_Works_Q4,15,0,<3mo
ocds-00004787,Dept of Education,Western Cape,Services,open,2025-10-16,c-00004787,4794797.82,39,a-00004787,4993380.331895014,Supplier_0323,2025,10,4,15.38304230921511,0.10677618069815195,1,0,Western Cape_Q4,Western Cape_Services_Q4,10,0,<3mo
ocds-00004788,SANRAL,Gauteng,Services,open,2023-04-01,c-00004788,1557641.94,1549,a-00004788,1551112.6105897594,Supplier_0286,2023,4,2,14.25868430071355,4.240930869267625,0,0,Gauteng_Q2,Gauteng_Services_Q2,13,0,>3yr
ocds-00004789,Dept of Public Works,Gauteng,Goods,open,2024-08-10,c-00004789,16218.58,851,a-00004789,16181.187365843081,Supplier_0333,2024,8,3,9.693974433376074,2.329911019849418,0,1,Gauteng_Q3,Gauteng_Goods_Q3,13,0,2-3yr
ocds-00004790,City of Johannesburg,Mpumalanga,Services,open,2023-02-18,c-00004790,1588634.66,55,a-00004790,1667847.502300901,Supplier_0389,2023,2,1,14.278386130367224,0.15058179329226556,0,0,Mpumalanga_Q1,Mpumalanga_Services_Q1,11,0,<3mo
ocds-00004791,Dept of Public Works,KwaZulu-Natal,Works,open,2024-04-18,c-00004791,1053105.8,751,a-00004791,1089486.8996851393,Supplier_0357,2024,4,2,13.86725521047442,2.0561259411362083,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Works_Q2,13,0,2-3yr
ocds-00004792,Dept of Education,Northern Cape,Works,direct,2025-06-09,c-00004792,1203042.46,1016,a-00004792,1207688.2416134686,Supplier_0050,2025,6,2,14.000365120655065,2.7816563997262147,0,0,Northern Cape_Q2,Northern Cape_Works_Q2,45,0,2-3yr
ocds-00004793,Dept of Health,Western Cape,Services,open,2024-04-12,c-00004793,37295719.92,771,a-00004793,37267963.56212657,Supplier_0256,2024,4,2,17.434389157389695,2.11088295687885,0,0,Western Cape_Q2,Western Cape_Services_Q2,9,0,2-3yr
ocds-00004794,Dept of Health,Limpopo,Works,open,2022-02-20,c-00004794,7565466.65,989,a-00004794,7193835.253580242,Supplier_0053,2022,2,1,15.83910472087493,2.707734428473648,0,0,Limpopo_Q1,Limpopo_Works_Q1,33,0,2-3yr
ocds-00004795,Eskom,Gauteng,Services,open,2025-06-02,c-00004795,1819941.13,664,a-00004795,1745684.8619887095,Supplier_0353,2025,6,2,14.414315261844155,1.8179329226557153,0,0,Gauteng_Q2,Gauteng_Services_Q2,16,0,1-2yr
ocds-00004796,City of Cape Town,KwaZulu-Natal,Services,open,2025-04-08,c-00004796,4565974.59,730,a-00004796,4489537.910254263,Supplier_0031,2025,4,2,15.33414276002167,1.998631074606434,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Services_Q2,57,0,1-2yr
ocds-00004797,Dept of Health,Free State,Services,open,2024-05-07,c-00004797,1820882.39,1091,a-00004797,1807954.3951874806,Supplier_0117,2024,5,2,14.414832320415515,2.9869952087611225,0,0,Free State_Q2,Free State_Services_Q2,11,0,2-3yr
ocds-00004798,Dept of Education,Eastern Cape,Works,direct,2024-06-16,c-00004798,5304516.7,572,a-00004798,5146091.568648493,Supplier_0002,2024,6,2,15.484069411665415,1.566050650239562,0,0,Eastern Cape_Q2,Eastern Cape_Works_Q2,146,0,1-2yr
ocds-00004799,City of Johannesburg,Gauteng,Works,open,2024-04-07,c-00004799,2235900.79,1800,a-00004799,2205318.0152626247,Supplier_0370,2024,4,2,14.62015519011005,4.9281314168377826,0,0,Gauteng_Q2,Gauteng_Works_Q2,17,0,>3yr
ocds-00004800,eThekwini,Limpopo,Works,open,2025-07-07,c-00004800,5731488.28,1006,a-00004800,5539792.967821542,Supplier_0059,2025,7,3,15.561485964169929,2.754277891854894,0,0,Limpopo_Q3,Limpopo_Works_Q3,34,0,2-3yr
ocds-00004801,eThekwini,Western Cape,Works,direct,2024-02-23,c-00004801,1686002.91,645,a-00004801,1768234.854027312,Supplier_0469,2024,2,1,14.337871736639707,1.7659137577002053,0,0,Western Cape_Q1,Western Cape_Works_Q1,24,0,1-2yr
ocds-00004802,Dept of Health,Free State,Services,open,2025-07-06,c-00004802,1576714.98,682,a-00004802,1647034.3953258905,Supplier_0122,2025,7,3,14.270854748266494,1.8672142368240932,0,0,Free State_Q3,Free State_Services_Q3,15,0,1-2yr
ocds-00004803,SANRAL,Limpopo,Goods,open,2023-06-24,c-00004803,3982056.73,1642,a-00004803,4083650.6808367306,Supplier_0080,2023,6,2,15.197309261241017,4.4955509924709105,0,0,Limpopo_Q2,Limpopo_Goods_Q2,19,0,>3yr
ocds-00004804,City of Cape Town,KwaZulu-Natal,Works,open,2022-05-18,c-00004804,33501848.71,1507,a-00004804,32937595.267018236,Supplier_0048,2022,5,2,17.32711121049487,4.125941136208077,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Works_Q2,43,0,>3yr
ocds-00004805,Dept of Public Works,KwaZulu-Natal,Goods,limited,2025-11-10,c-00004805,13023442.92,943,a-00004805,12547697.908914125,Supplier_0385,2025,11,4,16.382261669752737,2.5817932922655715,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Goods_Q4,15,0,2-3yr
ocds-00004806,Dept of Public Works,Gauteng,Goods,open,2024-02-02,c-00004806,33707310.13,634,a-00004806,33542822.574950963,Supplier_0407,2024,2,1,17.333225319270635,1.7357973990417521,0,0,Gauteng_Q1,Gauteng_Goods_Q1,19,0,1-2yr
ocds-00004807,Dept of Health,Mpumalanga,Works,open,2025-06-07,c-00004807,27128.29,1020,a-00004807,26495.087506485375,Supplier_0041,2025,6,2,10.208369235019338,2.7926078028747434,0,0,Mpumalanga_Q2,Mpumalanga_Works_Q2,50,0,2-3yr
ocds-00004808,City of Cape Town,Gauteng,Services,open,2022-07-07,c-00004808,2227934.57,617,a-00004808,2283254.780072835,Supplier_0336,2022,7,3,14.616585961298782,1.6892539356605065,0,0,Gauteng_Q3,Gauteng_Services_Q3,14,0,1-2yr
ocds-00004809,eThekwini,Eastern Cape,Services,open,2025-04-09,c-00004809,824705.24,1388,a-00004809,789833.4380207809,Supplier_0277,2025,4,2,13.622782529180599,3.800136892539357,0,0,Eastern Cape_Q2,Eastern Cape_Services_Q2,15,0,>3yr
ocds-00004810,eThekwini,KwaZulu-Natal,Goods,open,2025-05-15,c-00004810,9530646.24,626,a-00004810,9477184.166072471,Supplier_0006,2025,5,2,16.07002318937876,1.7138945927446954,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Goods_Q2,125,0,1-2yr
ocds-00004811,Dept of Health,KwaZulu-Natal,Services,open,2024-11-19,c-00004811,816400.42,985,a-00004811,850392.3369018267,Supplier_0456,2024,11,4,13.612661449259774,2.6967830253251197,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Services_Q4,16,0,2-3yr
ocds-00004812,City of Johannesburg,Gauteng,Works,limited,2022-05-04,c-00004812,4210517.92,40,a-00004812,4420334.740380317,Supplier_0004,2022,5,2,15.253096456970173,0.10951403148528405,0,0,Gauteng_Q2,Gauteng_Works_Q2,136,0,<3mo
ocds-00004813,City of Johannesburg,Western Cape,Goods,limited,2024-07-23,c-00004813,17976320.08,1222,a-00004813,17973110.364413004,Supplier_0030,2024,7,3,16.704565954281023,3.345653661875428,0,0,Western Cape_Q3,Western Cape_Goods_Q3,73,0,>3yr
ocds-00004814,City of Johannesburg,Western Cape,Goods,open,2023-05-09,c-00004814,19011677.29,1485,a-00004814,18330170.450443245,Supplier_0002,2023,5,2,16.760563995154815,4.0657084188911705,0,0,Western Cape_Q2,Western Cape_Goods_Q2,146,0,>3yr
ocds-00004815,City of Cape Town,KwaZulu-Natal,Works,open,2024-09-09,c-00004815,23131781.49,10,a-00004815,23661325.28543348,Supplier_0001,2024,9,3,16.95671809522451,0.02737850787132101,0,0,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,143,0,<3mo
ocds-00004816,City of Johannesburg,Limpopo,Services,open,2024-09-10,c-00004816,4325538.88,1796,a-00004816,4499985.513384471,Supplier_0399,2024,9,3,15.280047518303446,4.917180013689254,0,0,Limpopo_Q3,Limpopo_Services_Q3,14,0,>3yr
ocds-00004817,eThekwini,KwaZulu-Natal,Services,open,2023-03-07,c-00004817,755308.29,628,a-00004817,752147.5062018994,Supplier_0464,2023,3,1,13.534882599974342,1.7193702943189597,0,0,KwaZulu-Natal_Q1,KwaZulu-Natal_Services_Q1,15,0,1-2yr
ocds-00004818,Dept of Public Works,Gauteng,Works,open,2023-10-13,c-00004818,337600760.79,986,a-00004818,345434347.9255406,Supplier_0355,2023,10,4,19.637374577170498,2.6995208761122518,1,0,Gauteng_Q4,Gauteng_Works_Q4,19,0,2-3yr
ocds-00004819,eThekwini,Northern Cape,Works,open,2025-08-22,c-00004819,29001368.96,920,a-00004819,29730910.5435707,Supplier_0032,2025,8,3,17.182853626834973,2.518822724161533,0,1,Northern Cape_Q3,Northern Cape_Works_Q3,52,0,2-3yr
ocds-00004820,SANRAL,Gauteng,Works,open,2024-04-11,c-00004820,5347676.82,1663,a-00004820,5349729.101315193,Supplier_0080,2024,4,2,15.492172972307758,4.553045859000685,0,0,Gauteng_Q2,Gauteng_Works_Q2,19,0,>3yr
ocds-00004821,City of Cape Town,KwaZulu-Natal,Works,open,2025-12-18,c-00004821,12231411.61,13,a-00004821,12510358.117114125,Supplier_0353,2025,12,4,16.319518004672794,0.03559206023271732,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,16,0,<3mo
ocds-00004822,City of Cape Town,Mpumalanga,Works,open,2024-10-15,c-00004822,18927268.55,1191,a-00004822,18383785.312474832,Supplier_0106,2024,10,4,16.756114273479323,3.260780287474333,1,0,Mpumalanga_Q4,Mpumalanga_Works_Q4,15,0,>3yr
ocds-00004823,City of Cape Town,KwaZulu-Natal,Services,open,2023-06-16,c-00004823,11701.58,776,a-00004823,11830.996649057086,Supplier_0478,2023,6,2,9.367564609296982,2.1245722108145104,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Services_Q2,18,0,2-3yr
ocds-00004824,City of Cape Town,Mpumalanga,Works,open,2024-10-08,c-00004824,68089183.78,697,a-00004824,71441319.16982447,Supplier_0041,2024,10,4,18.036328944704263,1.9082819986310746,1,0,Mpumalanga_Q4,Mpumalanga_Works_Q4,50,0,1-2yr
ocds-00004825,Dept of Public Works,Western Cape,Services,open,2022-10-11,c-00004825,2542899.67,1794,a-00004825,2505585.1599969477,Supplier_0239,2022,10,4,14.748815983476229,4.91170431211499,1,0,Western Cape_Q4,Western Cape_Services_Q4,15,0,>3yr
ocds-00004826,City of Cape Town,KwaZulu-Natal,Works,open,2022-12-03,c-00004826,49682294.16,1109,a-00004826,47469767.74421492,Supplier_0040,2022,12,4,17.72115919339515,3.0362765229295,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,42,0,>3yr
ocds-00004827,SANRAL,North West,Works,open,2022-06-07,c-00004827,3525002.26,970,a-00004827,3644761.2373506813,Supplier_0009,2022,6,2,15.075391919050773,2.6557152635181382,0,0,North West_Q2,North West_Works_Q2,101,0,2-3yr
ocds-00004828,eThekwini,Free State,Goods,open,2025-01-03,c-00004828,31198.96,768,a-00004828,30307.23787844712,Supplier_0096,2025,1,1,10.34817209174547,2.102669404517454,0,0,Free State_Q1,Free State_Goods_Q1,12,0,2-3yr
ocds-00004829,Dept of Health,Mpumalanga,Works,open,2023-03-13,c-00004829,9378068.67,1307,a-00004829,9750238.463013524,Supplier_0143,2023,3,1,16.053884507693432,3.578370978781656,0,0,Mpumalanga_Q1,Mpumalanga_Works_Q1,10,0,>3yr
ocds-00004830,SANRAL,KwaZulu-Natal,Goods,open,2023-12-06,c-00004830,3571079.11,818,a-00004830,3422826.122002519,Supplier_0008,2023,12,4,15.088378659816977,2.239561943874059,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Goods_Q4,112,0,2-3yr
ocds-00004831,Dept of Education,Western Cape,Services,open,2025-12-07,c-00004831,6073898.04,710,a-00004831,5992359.375730764,Supplier_0110,2025,12,4,15.619511302783572,1.943874058863792,1,0,Western Cape_Q4,Western Cape_Services_Q4,17,0,1-2yr
ocds-00004832,City of Cape Town,Gauteng,Works,limited,2022-10-18,c-00004832,1629337.02,626,a-00004832,1571795.9376667228,Supplier_0012,2022,10,4,14.3036843675934,1.7138945927446954,1,0,Gauteng_Q4,Gauteng_Works_Q4,116,0,1-2yr
ocds-00004833,Dept of Health,Free State,Services,open,2025-05-23,c-00004833,969201.16,1150,a-00004833,956524.5596857074,Supplier_0241,2025,5,2,13.784228496564204,3.1485284052019167,0,0,Free State_Q2,Free State_Services_Q2,13,0,>3yr
ocds-00004834,Dept of Education,Free State,Services,limited,2022-06-24,c-00004834,19807510.12,1690,a-00004834,20683964.452629514,Supplier_0304,2022,6,2,16.801571773224886,4.6269678302532515,0,0,Free State_Q2,Free State_Services_Q2,16,0,>3yr
ocds-00004835,City of Cape Town,KwaZulu-Natal,Works,open,2025-12-02,c-00004835,42624214.03,732,a-00004835,42775369.17417929,Supplier_0338,2025,12,4,17.567933077679907,2.004106776180698,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,15,0,2-3yr
ocds-00004836,Eskom,Eastern Cape,Works,open,2024-11-11,c-00004836,11574377.49,1042,a-00004836,11756008.804670382,Supplier_0450,2024,11,4,16.26430446232652,2.8528405201916494,1,0,Eastern Cape_Q4,Eastern Cape_Works_Q4,10,0,2-3yr
ocds-00004837,City of Cape Town,KwaZulu-Natal,Works,open,2025-11-26,c-00004837,24235457.89,59,a-00004837,24071821.024093054,Supplier_0022,2025,11,4,17.003327362093696,0.16153319644079397,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,89,0,<3mo
ocds-00004838,SANRAL,Free State,Services,open,2025-07-20,c-00004838,306038.08,1044,a-00004838,301816.04460069403,Supplier_0012,2025,7,3,12.631468085198282,2.858316221765914,0,0,Free State_Q3,Free State_Services_Q3,116,0,2-3yr
ocds-00004839,Dept of Public Works,North West,Services,open,2023-07-01,c-00004839,272849.1,67,a-00004839,278578.2139821199,Supplier_0351,2023,7,3,12.516677839116051,0.1834360027378508,0,0,North West_Q3,North West_Services_Q3,9,0,<3mo
ocds-00004840,City of Cape Town,Mpumalanga,Services,open,2025-08-09,c-00004840,1831443.55,1442,a-00004840,1787330.847270677,Supplier_0422,2025,8,3,14.420615585012412,3.9479808350444903,0,1,Mpumalanga_Q3,Mpumalanga_Services_Q3,10,0,>3yr
ocds-00004841,Dept of Public Works,Eastern Cape,Works,open,2025-11-14,c-00004841,6300422.05,696,a-00004841,6403386.516589881,Supplier_0046,2025,11,4,15.656127339900898,1.9055441478439425,1,0,Eastern Cape_Q4,Eastern Cape_Works_Q4,37,0,1-2yr
ocds-00004842,City of Johannesburg,Gauteng,Works,open,2024-01-08,c-00004842,17901320.79,634,a-00004842,17804427.90466371,Supplier_0243,2024,1,1,16.700385111101482,1.7357973990417521,0,0,Gauteng_Q1,Gauteng_Works_Q1,17,0,1-2yr
ocds-00004843,Dept of Public Works,Eastern Cape,Services,limited,2023-05-14,c-00004843,753688.2,661,a-00004843,733145.4360727028,Supplier_0036,2023,5,2,13.532735360420153,1.809719370294319,0,0,Eastern Cape_Q2,Eastern Cape_Services_Q2,65,0,1-2yr
ocds-00004844,City of Johannesburg,Free State,Goods,open,2023-06-08,c-00004844,9204947.98,1029,a-00004844,8747141.002601793,Supplier_0024,2023,6,2,16.035251829994085,2.817248459958932,0,0,Free State_Q2,Free State_Goods_Q2,79,0,2-3yr
ocds-00004845,Dept of Public Works,Western Cape,Works,open,2023-06-12,c-00004845,18644368.82,52,a-00004845,19228640.51615513,Supplier_0024,2023,6,2,16.74105477215017,0.14236824093086928,0,0,Western Cape_Q2,Western Cape_Works_Q2,79,0,<3mo
ocds-00004846,Eskom,Limpopo,Goods,open,2024-11-03,c-00004846,604027.21,1649,a-00004846,631954.3776742416,Supplier_0243,2024,11,4,13.311376181124306,4.514715947980835,1,0,Limpopo_Q4,Limpopo_Goods_Q4,17,0,>3yr
ocds-00004847,Eskom,Gauteng,Goods,open,2024-12-20,c-00004847,321573.98,1478,a-00004847,315532.8861127457,Supplier_0230,2024,12,4,12.680986014753024,4.046543463381246,1,0,Gauteng_Q4,Gauteng_Goods_Q4,11,0,>3yr
ocds-00004848,Eskom,Limpopo,Goods,open,2025-05-23,c-00004848,369687.9,45,a-00004848,379845.0508639591,Supplier_0057,2025,5,2,12.820417120129921,0.12320328542094455,0,0,Limpopo_Q2,Limpopo_Goods_Q2,31,0,<3mo
ocds-00004849,SANRAL,Eastern Cape,Goods,open,2022-11-12,c-00004849,44331.45,783,a-00004849,45627.1519369453,Supplier_0283,2022,11,4,10.69947219352525,2.1437371663244353,1,0,Eastern Cape_Q4,Eastern Cape_Goods_Q4,12,0,2-3yr
ocds-00004850,Dept of Health,Northern Cape,Services,open,2024-02-13,c-00004850,6338467.06,1276,a-00004850,6060381.302120466,Supplier_0012,2024,2,1,15.662147666301129,3.4934976043805612,0,0,Northern Cape_Q1,Northern Cape_Services_Q1,116,0,>3yr
ocds-00004851,City of Cape Town,Free State,Services,open,2025-12-20,c-00004851,295212.23,625,a-00004851,286294.26453013864,Supplier_0157,2025,12,4,12.59545318777737,1.7111567419575633,1,0,Free State_Q4,Free State_Services_Q4,15,0,1-2yr
ocds-00004852,Eskom,KwaZulu-Natal,Services,limited,2025-08-04,c-00004852,2844126.58,1338,a-00004852,2762967.396636205,Supplier_0465,2025,8,3,14.860766928252142,3.6632443531827517,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Services_Q3,13,0,>3yr
ocds-00004853,SANRAL,Gauteng,Works,open,2025-09-02,c-00004853,20627960.06,684,a-00004853,19621461.66085607,Supplier_0035,2025,9,3,16.842158046425784,1.8726899383983573,0,0,Gauteng_Q3,Gauteng_Works_Q3,67,0,1-2yr
ocds-00004854,Dept of Education,Northern Cape,Works,selective,2023-08-11,c-00004854,21062965.21,757,a-00004854,20908081.987200942,Supplier_0001,2023,8,3,16.863026900431294,2.0725530458590007,0,1,Northern Cape_Q3,Northern Cape_Works_Q3,143,0,2-3yr
ocds-00004855,City of Johannesburg,Gauteng,Services,open,2025-07-26,c-00004855,591383.44,1600,a-00004855,593986.1119232858,Supplier_0172,2025,7,3,13.290221575604608,4.380561259411362,0,0,Gauteng_Q3,Gauteng_Services_Q3,11,0,>3yr
ocds-00004856,eThekwini,Free State,Works,direct,2022-06-12,c-00004856,2012704.77,1425,a-00004856,2061456.6919395688,Supplier_0402,2022,6,2,14.514990529010825,3.9014373716632442,0,0,Free State_Q2,Free State_Works_Q2,16,0,>3yr
ocds-00004857,City of Cape Town,Gauteng,Services,selective,2024-02-18,c-00004857,505266.69,794,a-00004857,526649.2427174265,Supplier_0436,2024,2,1,13.132843647023062,2.1738535249828885,0,0,Gauteng_Q1,Gauteng_Services_Q1,11,0,2-3yr
ocds-00004858,eThekwini,North West,Services,open,2023-06-02,c-00004858,144635.92,40,a-00004858,151710.1868363141,Supplier_0015,2023,6,2,11.881981881151491,0.10951403148528405,0,0,North West_Q2,North West_Services_Q2,98,0,<3mo
ocds-00004859,Dept of Public Works,North West,Works,open,2022-08-01,c-00004859,23552358.37,1181,a-00004859,24106030.98212302,Supplier_0118,2022,8,3,16.974736558971095,3.2334017796030117,0,1,North West_Q3,North West_Works_Q3,14,0,>3yr
ocds-00004860,SANRAL,Free State,Services,open,2022-02-23,c-00004860,241769.91,39,a-00004860,236332.76133691735,Supplier_0213,2022,2,1,12.395745903887429,0.10677618069815195,0,0,Free State_Q1,Free State_Services_Q1,20,0,<3mo
ocds-00004861,eThekwini,Gauteng,Services,open,2025-08-23,c-00004861,668179.02,1705,a-00004861,655719.0630255227,Supplier_0006,2025,8,3,13.412312907230564,4.6680355920602326,0,1,Gauteng_Q3,Gauteng_Services_Q3,125,0,>3yr
ocds-00004862,Dept of Public Works,Mpumalanga,Works,open,2024-12-27,c-00004862,5076334.07,993,a-00004862,5249490.750522788,Supplier_0426,2024,12,4,15.440100116276106,2.7186858316221767,1,0,Mpumalanga_Q4,Mpumalanga_Works_Q4,16,0,2-3yr
ocds-00004863,Dept of Education,Gauteng,Services,open,2023-06-15,c-00004863,22382.64,972,a-00004863,21306.168089115254,Supplier_0357,2023,6,2,10.016085613859563,2.6611909650924024,0,0,Gauteng_Q2,Gauteng_Services_Q2,13,0,2-3yr
ocds-00004864,Dept of Education,KwaZulu-Natal,Goods,open,2023-03-18,c-00004864,1467807.65,1194,a-00004864,1468341.2201764472,Supplier_0191,2023,3,1,14.199281132249192,3.268993839835729,0,0,KwaZulu-Natal_Q1,KwaZulu-Natal_Goods_Q1,18,0,>3yr
ocds-00004865,Dept of Public Works,Eastern Cape,Works,open,2024-02-15,c-00004865,116016446.0,896,a-00004865,118672865.69250953,Supplier_0314,2024,2,1,18.56924252350293,2.4531143052703626,0,0,Eastern Cape_Q1,Eastern Cape_Works_Q1,11,0,2-3yr
ocds-00004866,Dept of Public Works,Limpopo,Works,open,2024-02-02,c-00004866,2689489.89,1031,a-00004866,2802068.0203177733,Supplier_0024,2024,2,1,14.804862473442997,2.8227241615331966,0,0,Limpopo_Q1,Limpopo_Works_Q1,79,0,2-3yr
ocds-00004867,Dept of Education,Gauteng,Works,open,2022-06-11,c-00004867,11110118.36,779,a-00004867,11546465.22917676,Supplier_0192,2022,6,2,16.22336690503245,2.132785763175907,0,0,Gauteng_Q2,Gauteng_Works_Q2,14,0,2-3yr
